Word,Tag,Index,Polarity,Positive,Negative,Objective
offer,v,03,positive,0.75,0.0,0.25
singly,r,01,objective,0.0,0.0,1.0
charge,n,13,positive,1.0,0.0,0.0
circulate,v,05,objective,0.0,0.0,1.0
desirable,a,02,positive,1.0,0.0,0.0
trap,v,03,negative,0.0,0.25,0.75
revert,v,02,objective,0.0,0.0,1.0
dishearten,v,01,negative,0.0,1.0,0.0
politics,n,02,objective,0.0,0.0,1.0
dreary,a,01,negative,0.0,1.0,0.0
inflexible,a,02,objective,0.375,0.375,0.25
tack,n,04,objective,0.0,0.0,1.0
bathe,v,03,objective,0.0,0.0,1.0
forget_me_drug,n,01,negative,0.0,1.0,0.0
excitation,n,01,objective,0.38,0.38,0.24
bath,v,01,objective,0.0,0.0,1.0
advance,v,02,objective,0.0,0.0,1.0
flowerpot,n,01,objective,0.0,0.0,1.0
ripple,v,02,objective,0.0,0.0,1.0
how_come,r,01,objective,0.0,0.0,1.0
convert,v,09,positive,0.5,0.0,0.5
base_hit,n,01,objective,0.0,0.0,1.0
gain_ground,v,01,positive,0.75,0.0,0.25
relation_back,n,01,objective,0.0,0.0,1.0
distinctive,a,03,objective,0.0,0.0,1.0
idiomatic_expression,n,01,objective,0.0,0.0,1.0
bitchiness,n,01,negative,0.0,1.0,0.0
computed_axial_tomography,n,01,objective,0.0,0.0,1.0
sweet,a,08,objective,0.0,0.0,1.0
behave,v,02,objective,0.0,0.0,1.0
shroud,v,03,objective,0.0,0.0,1.0
perplex,v,01,negative,0.0,0.75,0.25
round_off,v,02,positive,1.0,0.0,0.0
contrabandist,n,01,negative,0.0,1.0,0.0
nonobjective,a,01,objective,0.0,0.0,1.0
affluence,n,01,positive,1.0,0.0,0.0
accommodate,v,06,objective,0.13,0.13,0.74
thusly,r,01,objective,0.0,0.0,1.0
set_off,v,01,objective,0.0,0.0,1.0
rotten,a,01,negative,0.0,1.0,0.0
loveless,a,02,negative,0.0,1.0,0.0
good,a,03,positive,1.0,0.0,0.0
polish,n,01,positive,0.25,0.0,0.75
catch,v,19,negative,0.0,1.0,0.0
canvas,n,05,objective,0.0,0.0,1.0
replacement,n,01,objective,0.0,0.0,1.0
trouble,v,01,negative,0.0,1.0,0.0
transposition,n,02,objective,0.0,0.0,1.0
disdain,v,01,negative,0.0,1.0,0.0
bastardly,a,01,negative,0.0,1.0,0.0
dame_muriel_spark,n,01,objective,0.0,0.0,1.0
origin,n,01,objective,0.0,0.0,1.0
computed_tomography,n,01,objective,0.0,0.0,1.0
recreate,v,03,positive,1.0,0.0,0.0
beneficent,a,03,positive,1.0,0.0,0.0
wonder,v,01,positive,0.25,0.0,0.75
purplish,a,01,objective,0.0,0.0,1.0
sorry,a,06,negative,0.0,1.0,0.0
electrostatic,a,01,objective,0.0,0.0,1.0
literal,a,01,objective,0.25,0.25,0.5
nest,v,01,objective,0.0,0.0,1.0
rattling,r,01,objective,0.0,0.0,1.0
condom,n,01,objective,0.0,0.0,1.0
polish,v,01,objective,0.0,0.0,1.0
visualize,v,01,objective,0.0,0.0,1.0
federal,a,03,objective,0.0,0.0,1.0
majestic,a,02,positive,1.0,0.0,0.0
reprehensible,a,01,negative,0.0,1.0,0.0
illustrious,a,01,positive,1.0,0.0,0.0
anguish,n,01,negative,0.0,1.0,0.0
pot,n,02,objective,0.0,0.0,1.0
exam,n,01,objective,0.0,0.0,1.0
burning,n,01,objective,0.0,0.0,1.0
gusto,n,01,positive,1.0,0.0,0.0
snap,n,01,objective,0.0,0.0,1.0
government,n,02,objective,0.0,0.0,1.0
yelping,n,01,objective,0.0,0.0,1.0
son_of_a_bitch,n,01,negative,0.0,1.0,0.0
demand,n,02,negative,0.0,0.75,0.25
virtuous,a,01,positive,1.0,0.0,0.0
encircle,v,01,objective,0.0,0.0,1.0
presumptuous,a,01,negative,0.0,1.0,0.0
by-blow,n,01,negative,0.0,1.0,0.0
disdain,n,01,negative,0.0,1.0,0.0
origin,n,03,objective,0.0,0.0,1.0
donjon,n,01,objective,0.0,0.0,1.0
ignorant,a,03,negative,0.0,1.0,0.0
spark,n,01,objective,0.0,0.0,1.0
environ,v,01,objective,0.0,0.0,1.0
thus,r,02,objective,0.0,0.0,1.0
underline,v,01,objective,0.13,0.13,0.74
tough,a,04,positive,0.5,0.0,0.5
boot,n,03,positive,1.0,0.0,0.0
violet,a,01,objective,0.0,0.0,1.0
misdeed,n,01,negative,0.0,1.0,0.0
mary_jane,n,01,objective,0.0,0.0,1.0
wise,a,04,positive,1.0,0.0,0.0
switch,n,02,objective,0.0,0.0,1.0
discharge,n,05,objective,0.0,0.0,1.0
rubber,n,03,objective,0.0,0.0,1.0
interest,n,03,objective,0.0,0.0,1.0
cell,n,05,objective,0.0,0.0,1.0
jackpot,n,01,objective,0.0,0.0,1.0
affliction,n,03,negative,0.0,1.0,0.0
kick,n,02,positive,1.0,0.0,0.0
orca,n,01,objective,0.0,0.0,1.0
misrepresent,v,02,negative,0.0,1.0,0.0
freeze_off,v,01,negative,0.0,1.0,0.0
worth,a,02,objective,0.0,0.0,1.0
satisfy,v,02,positive,1.0,0.0,0.0
gain,v,05,positive,0.75,0.0,0.25
real,a,01,positive,0.25,0.0,0.75
mongrel,n,01,negative,0.0,1.0,0.0
recreate,v,01,positive,1.0,0.0,0.0
progress,v,02,objective,0.0,0.0,1.0
inflexible,a,04,negative,0.0,1.0,0.0
despise,v,01,negative,0.0,1.0,0.0
phrase,n,02,objective,0.0,0.0,1.0
volunteer,v,02,positive,0.75,0.0,0.25
killer,n,04,objective,0.0,0.0,1.0
sensitive,a,05,negative,0.0,0.25,0.75
cerement,n,01,objective,0.0,0.0,1.0
cuddle,v,01,positive,0.25,0.0,0.75
liar,n,01,negative,0.0,1.0,0.0
recoil,n,01,objective,0.0,0.0,1.0
weather_sheet,n,01,objective,0.0,0.0,1.0
spark,v,01,objective,0.0,0.0,1.0
runner,n,09,objective,0.0,0.0,1.0
advance,n,01,objective,0.0,0.0,1.0
burnish,n,01,positive,0.25,0.0,0.75
kitty,n,02,objective,0.0,0.0,1.0
yap,v,01,objective,0.0,0.0,1.0
bounce,v,01,objective,0.0,0.0,1.0
unwitting,a,03,negative,0.0,1.0,0.0
give_up,v,10,negative,0.0,0.25,0.75
intercourse,n,02,objective,0.0,0.0,1.0
proctor,n,01,objective,0.0,0.0,1.0
feeler,n,02,objective,0.13,0.13,0.74
demand,n,04,objective,0.0,0.0,1.0
neutralize,v,04,negative,0.0,1.0,0.0
throw_away,v,01,objective,0.13,0.13,0.74
network,n,03,objective,0.0,0.0,1.0
interest,n,06,objective,0.0,0.0,1.0
task,n,01,objective,0.0,0.0,1.0
fruit,v,01,objective,0.0,0.0,1.0
cozy,n,01,objective,0.0,0.0,1.0
governing,n,01,objective,0.0,0.0,1.0
together,r,06,positive,0.25,0.0,0.75
scorn,n,01,negative,0.0,1.0,0.0
thumping,n,01,objective,0.0,0.0,1.0
obsolete,a,01,negative,0.0,0.25,0.75
cosey,n,01,objective,0.0,0.0,1.0
cast_out,v,02,objective,0.13,0.13,0.74
guilt_feelings,n,01,negative,0.0,1.0,0.0
tremendous,a,02,positive,1.0,0.0,0.0
magnificence,n,02,positive,1.0,0.0,0.0
wise,n,02,objective,0.0,0.0,1.0
woefulness,n,01,negative,0.0,1.0,0.0
sens,n,01,objective,0.0,0.0,1.0
able,a,03,positive,0.75,0.0,0.25
set_phrase,n,01,objective,0.0,0.0,1.0
volatile,a,03,negative,0.0,1.0,0.0
guilty_conscience,n,01,negative,0.0,1.0,0.0
anguish,v,01,negative,0.0,1.0,0.0
chest,n,02,objective,0.0,0.0,1.0
blood,n,02,objective,0.0,0.0,1.0
interlocking,n,01,objective,0.0,0.0,1.0
polish_off,v,02,negative,0.0,1.0,0.0
bound,v,04,objective,0.0,0.0,1.0
abstractionist,a,01,objective,0.0,0.0,1.0
conciliation,n,03,positive,0.75,0.0,0.25
alleviate,v,02,positive,1.0,0.0,0.0
facilitate,v,01,positive,1.0,0.0,0.0
charles_frederick_worth,n,01,objective,0.0,0.0,1.0
tabloid,n,02,objective,0.0,0.0,1.0
sweet,n,05,objective,0.0,0.0,1.0
purple,n,01,objective,0.0,0.0,1.0
electric_arc,n,01,objective,0.0,0.0,1.0
advance,v,09,positive,1.0,0.0,0.0
marker,n,01,objective,0.0,0.0,1.0
good,a,23,positive,1.0,0.0,0.0
edible_corn,n,01,objective,0.0,0.0,1.0
set,n,05,objective,0.0,0.0,1.0
descent,n,06,objective,0.0,0.0,1.0
wonder,n,02,positive,1.0,0.0,0.0
plural,a,01,objective,0.0,0.0,1.0
disdain,v,02,negative,0.0,1.0,0.0
tangible,a,02,positive,0.5,0.0,0.5
relation,n,03,objective,0.0,0.0,1.0
abandon,n,01,negative,0.0,0.75,0.25
tea_cosy,n,01,objective,0.0,0.0,1.0
cameroon,n,02,objective,0.0,0.0,1.0
pot,n,07,objective,0.0,0.0,1.0
john_barleycorn,n,01,objective,0.0,0.0,1.0
good,n,02,positive,1.0,0.0,0.0
arrest,n,01,objective,0.13,0.13,0.74
brilliance,n,03,positive,1.0,0.0,0.0
perplex,v,02,negative,0.0,1.0,0.0
taking_into_custody,n,01,objective,0.13,0.13,0.74
shake_up,v,05,negative,0.0,0.25,0.75
see,v,04,objective,0.0,0.0,1.0
inauspicious,a,02,negative,0.0,1.0,0.0
unconstraint,n,01,negative,0.0,0.75,0.25
sensitive,a,04,negative,0.0,1.0,0.0
courtship,n,01,positive,0.75,0.0,0.25
thing,n,08,objective,0.0,0.0,1.0
cognition,n,01,objective,0.0,0.0,1.0
blue_runner,n,01,objective,0.0,0.0,1.0
inexperienced,a,02,negative,0.0,1.0,0.0
c,a,01,objective,0.0,0.0,1.0
sturdy,a,02,positive,0.5,0.0,0.5
spitefulness,n,02,negative,0.0,1.0,0.0
egypt,n,01,objective,0.0,0.0,1.0
circle,n,06,negative,0.0,1.0,0.0
extraction,n,02,objective,0.0,0.0,1.0
plural,n,01,objective,0.0,0.0,1.0
unenlightened,a,03,negative,0.0,0.75,0.25
blood_line,n,01,objective,0.0,0.0,1.0
deliver,v,04,positive,1.0,0.0,0.0
jut,v,01,objective,0.0,0.0,1.0
endorse,v,04,objective,0.0,0.0,1.0
real,a,03,objective,0.25,0.25,0.5
recounting,n,01,objective,0.0,0.0,1.0
flourish,v,02,positive,1.0,0.0,0.0
march_on,v,01,objective,0.0,0.0,1.0
very,r,01,objective,0.0,0.0,1.0
ball,v,01,objective,0.0,0.0,1.0
criminal,a,02,negative,0.0,1.0,0.0
mesh,n,03,objective,0.0,0.0,1.0
test,n,05,objective,0.0,0.0,1.0
smuggle,v,01,negative,0.0,1.0,0.0
stalwart,a,01,positive,0.75,0.0,0.25
ball,n,07,objective,0.0,0.0,1.0
real,a,05,negative,0.0,0.5,0.5
spurn,v,01,negative,0.0,1.0,0.0
destruct,v,02,negative,0.0,1.0,0.0
marvel,n,01,positive,1.0,0.0,0.0
protrude,v,01,objective,0.0,0.0,1.0
catch,v,27,objective,0.0,0.0,1.0
customer,n,01,objective,0.0,0.0,1.0
why,n,01,objective,0.0,0.0,1.0
nescient,a,02,negative,0.0,0.75,0.25
dope,n,01,objective,0.0,0.0,1.0
admiration,n,02,positive,1.0,0.0,0.0
chest_of_drawers,n,01,objective,0.0,0.0,1.0
hell,n,03,negative,0.0,1.0,0.0
abstract,v,01,objective,0.0,0.0,1.0
abandon,v,01,objective,0.0,0.0,1.0
prosperity,n,02,positive,1.0,0.0,0.0
neutralise,v,01,negative,0.0,1.0,0.0
presumably,r,01,objective,0.0,0.0,1.0
propose,v,02,objective,0.0,0.0,1.0
move_on,v,01,objective,0.0,0.0,1.0
testicle,n,01,objective,0.0,0.0,1.0
good,a,12,positive,1.0,0.0,0.0
runner,n,07,objective,0.0,0.0,1.0
hundred,n,01,objective,0.0,0.0,1.0
unexpected,a,01,objective,0.25,0.25,0.5
muriel_spark,n,01,objective,0.0,0.0,1.0
decayed,a,02,negative,0.0,1.0,0.0
carry,v,13,objective,0.0,0.0,1.0
telling,n,01,objective,0.0,0.0,1.0
band,n,01,objective,0.0,0.0,1.0
elastic,a,02,positive,1.0,0.0,0.0
distinguishing,a,01,objective,0.0,0.0,1.0
sports_stadium,n,01,objective,0.0,0.0,1.0
advance,v,10,objective,0.0,0.0,1.0
catch,n,08,objective,0.0,0.0,1.0
exchange,n,09,objective,0.0,0.0,1.0
daybook,n,01,objective,0.0,0.0,1.0
hot,a,10,objective,0.0,0.0,1.0
government,n,04,objective,0.0,0.0,1.0
suit,n,03,objective,0.0,0.0,1.0
cell,n,02,objective,0.0,0.0,1.0
baseball,n,01,objective,0.0,0.0,1.0
unbending,a,01,negative,0.0,1.0,0.0
thing,n,07,objective,0.0,0.0,1.0
hot,a,17,positive,1.0,0.0,0.0
rebound,n,01,objective,0.0,0.0,1.0
give_voice,v,01,objective,0.0,0.0,1.0
torch,n,03,objective,0.0,0.0,1.0
postulate,v,03,objective,0.125,0.125,0.75
guggle,v,01,objective,0.0,0.0,1.0
make_headway,v,01,positive,0.75,0.0,0.25
humble,a,03,negative,0.0,0.25,0.75
bastard,n,03,negative,0.0,1.0,0.0
phrase,v,01,objective,0.0,0.0,1.0
separately,r,01,objective,0.0,0.0,1.0
bring_forward,v,01,objective,0.0,0.0,1.0
spark_off,v,01,objective,0.0,0.0,1.0
raise_up,v,01,negative,0.0,0.25,0.75
sensitive,a,02,positive,1.0,0.0,0.0
hundred,a,01,objective,0.0,0.0,1.0
wondrous,a,01,positive,1.0,0.0,0.0
ratio,n,01,objective,0.0,0.0,1.0
foster,v,02,positive,0.25,0.0,0.75
butchering,n,01,objective,0.0,0.0,1.0
pension_off,v,02,objective,0.0,0.0,1.0
stadium,n,01,objective,0.0,0.0,1.0
dumbfound,v,01,negative,0.0,0.75,0.25
cheerful,a,01,positive,1.0,0.0,0.0
catch,v,04,objective,0.0,0.0,1.0
disbursal,n,01,objective,0.0,0.0,1.0
cordial,a,01,positive,1.0,0.0,0.0
substitution,n,01,objective,0.0,0.0,1.0
average,n,01,objective,0.0,0.0,1.0
stake,n,01,objective,0.0,0.0,1.0
pot_liquor,n,01,objective,0.0,0.0,1.0
advance,a,02,objective,0.0,0.0,1.0
clump,n,03,objective,0.0,0.0,1.0
lorn,a,01,negative,0.0,1.0,0.0
picture,v,01,objective,0.0,0.0,1.0
loudly,r,01,objective,0.0,0.0,1.0
sheet,n,08,objective,0.0,0.0,1.0
disturb,v,05,negative,0.0,1.0,0.0
terminus,n,03,objective,0.0,0.0,1.0
revive,v,02,positive,1.0,0.0,0.0
burble,v,01,objective,0.0,0.0,1.0
meshwork,n,01,objective,0.0,0.0,1.0
sheet,v,01,negative,0.0,0.25,0.75
dollar,n,01,objective,0.0,0.0,1.0
sound,a,04,positive,1.0,0.0,0.0
wise,a,01,positive,1.0,0.0,0.0
runner,n,08,objective,0.0,0.0,1.0
round,n,02,objective,0.0,0.0,1.0
chunk,n,01,objective,0.0,0.0,1.0
pot,n,06,objective,0.0,0.0,1.0
line_of_descent,n,02,objective,0.0,0.0,1.0
volatile,a,04,negative,0.0,0.5,0.5
thing,n,06,objective,0.0,0.0,1.0
big_cat,n,01,objective,0.0,0.0,1.0
good,a,07,positive,1.0,0.0,0.0
shroud,n,01,objective,0.0,0.0,1.0
neutralize,v,06,objective,0.0,0.0,1.0
gloss,n,03,positive,0.25,0.0,0.75
really,r,04,objective,0.0,0.0,1.0
appraisal,n,01,objective,0.0,0.0,1.0
corn,n,02,objective,0.0,0.0,1.0
deport,v,01,objective,0.0,0.0,1.0
ache,v,02,negative,0.0,0.75,0.25
tea_cosey,n,01,objective,0.0,0.0,1.0
drear,a,01,negative,0.0,1.0,0.0
mesh,n,01,objective,0.0,0.0,1.0
demand,v,05,negative,0.0,0.5,0.5
cat,n,03,negative,0.0,1.0,0.0
expense,n,03,objective,0.0,0.0,1.0
egyptian_empire,n,01,objective,0.0,0.0,1.0
rhythm,n,04,objective,0.0,0.0,1.0
admit,v,07,objective,0.0,0.0,1.0
liquor,n,01,objective,0.0,0.0,1.0
hard_liquor,n,01,objective,0.0,0.0,1.0
static,n,02,negative,0.0,1.0,0.0
glossiness,n,01,positive,0.25,0.0,0.75
pot,n,09,objective,0.0,0.0,1.0
puzzle,v,01,negative,0.0,0.75,0.25
investment,n,03,objective,0.0,0.0,1.0
good,a,01,positive,1.0,0.0,0.0
monitoring_device,n,01,objective,0.0,0.0,1.0
imperative,n,02,negative,0.0,0.5,0.5
refine,v,01,positive,1.0,0.0,0.0
sheet,n,04,objective,0.0,0.0,1.0
drab,a,02,negative,0.0,0.25,0.75
corn,n,01,objective,0.0,0.0,1.0
one_dollar_bill,n,01,objective,0.0,0.0,1.0
mesh,n,04,objective,0.0,0.0,1.0
wonder,n,03,positive,0.5,0.0,0.5
hell,n,02,negative,0.0,1.0,0.0
kick,n,01,objective,0.0,0.0,1.0
libelous,a,01,negative,0.0,1.0,0.0
dickhead,n,01,negative,0.0,1.0,0.0
wonder,v,02,negative,0.0,0.25,0.75
transom,n,01,objective,0.0,0.0,1.0
solid,a,08,positive,1.0,0.0,0.0
wonder,v,03,positive,1.0,0.0,0.0
put_together,r,01,objective,0.0,0.0,1.0
oblige,v,03,objective,0.13,0.13,0.74
finish,n,09,positive,1.0,0.0,0.0
cell,n,06,objective,0.0,0.0,1.0
book,n,03,objective,0.0,0.0,1.0
so,r,04,objective,0.0,0.0,1.0
discard,n,03,objective,0.13,0.13,0.74
lock,v,02,objective,0.0,0.0,1.0
benevolent,a,03,positive,1.0,0.0,0.0
well,a,02,positive,1.0,0.0,0.0
sheet,n,01,objective,0.0,0.0,1.0
pot,n,04,objective,0.0,0.0,1.0
interest,v,03,objective,0.13,0.13,0.74
pectus,n,01,objective,0.0,0.0,1.0
chuck_out,v,01,objective,0.13,0.13,0.74
valor,n,01,positive,1.0,0.0,0.0
love_child,n,01,negative,0.0,1.0,0.0
base_runner,n,01,objective,0.0,0.0,1.0
atrophy,n,02,negative,0.0,1.0,0.0
can,n,05,objective,0.0,0.0,1.0
safe,n,03,objective,0.0,0.0,1.0
denigrating,a,01,negative,0.0,1.0,0.0
abstract,a,01,objective,0.0,0.0,1.0
ask,v,07,objective,0.125,0.125,0.75
henry_sweet,n,01,objective,0.0,0.0,1.0
client,n,03,objective,0.0,0.0,1.0
matter,n,02,objective,0.0,0.0,1.0
sparkle,v,03,objective,0.0,0.0,1.0
ancestry,n,01,objective,0.0,0.0,1.0
relation,n,04,objective,0.0,0.0,1.0
nurture,v,01,positive,0.5,0.0,0.5
political_science,n,01,objective,0.0,0.0,1.0
advance,v,03,objective,0.0,0.0,1.0
foster,v,03,positive,0.5,0.0,0.5
real,a,06,positive,0.5,0.0,0.5
defect,n,02,negative,0.0,1.0,0.0
ball,n,09,objective,0.0,0.0,1.0
stool,n,04,objective,0.0,0.0,1.0
jut_out,v,01,objective,0.0,0.0,1.0
cynical,a,01,negative,0.0,1.0,0.0
optimal,a,01,positive,1.0,0.0,0.0
hell,n,05,negative,0.0,1.0,0.0
monitor,n,03,positive,0.25,0.0,0.75
arena,n,03,objective,0.0,0.0,1.0
nest,n,05,objective,0.0,0.0,1.0
toilet_table,n,01,objective,0.0,0.0,1.0
journal,n,02,objective,0.0,0.0,1.0
demand,n,01,objective,0.0,0.0,1.0
