Word,Tag,Index,Polarity,Positive,Negative,Objective
apprehensible,a,01,positive,0.25,0.0,0.75
bogus,a,01,negative,0.0,1.0,0.0
investment,n,04,objective,0.0,0.0,1.0
investment,n,05,objective,0.0,0.0,1.0
engagement,n,06,objective,0.0,0.0,1.0
sheet,n,02,objective,0.0,0.0,1.0
sheet,n,01,objective,0.0,0.0,1.0
investment,n,03,objective,0.0,0.0,1.0
imperative,n,02,negative,0.0,0.5,0.5
smuggle,v,01,negative,0.0,1.0,0.0
need,n,01,negative,0.0,0.5,0.5
federal,a,02,objective,0.0,0.0,1.0
optimum,a,01,positive,1.0,0.0,0.0
base_runner,n,01,objective,0.0,0.0,1.0
hundred,a,01,objective,0.0,0.0,1.0
certify,v,04,positive,0.5,0.0,0.5
chest,n,02,objective,0.0,0.0,1.0
plural,n,01,objective,0.0,0.0,1.0
in_order,a,02,positive,0.5,0.0,0.5
enmesh,v,01,negative,0.0,0.5,0.5
advance,n,05,objective,0.0,0.0,1.0
advance,n,06,objective,0.13,0.13,0.74
elastic,a,02,positive,1.0,0.0,0.0
circle,n,07,objective,0.0,0.0,1.0
circle,n,01,objective,0.0,0.0,1.0
circle,n,03,objective,0.0,0.0,1.0
desolate,a,02,negative,0.0,1.0,0.0
circle,n,08,objective,0.0,0.0,1.0
purple,a,01,objective,0.0,0.0,1.0
ankle,n,01,objective,0.0,0.0,1.0
blistering,a,03,positive,1.0,0.0,0.0
term,n,02,objective,0.0,0.0,1.0
religious,a,01,objective,0.0,0.0,1.0
traffic_circle,n,01,objective,0.0,0.0,1.0
sincere,a,01,positive,1.0,0.0,0.0
polish,v,01,objective,0.0,0.0,1.0
polish,v,02,positive,1.0,0.0,0.0
polish,v,03,positive,1.0,0.0,0.0
promote,v,02,positive,1.0,0.0,0.0
pension,v,01,objective,0.0,0.0,1.0
contempt,n,01,negative,0.0,1.0,0.0
catch,v,19,negative,0.0,1.0,0.0
in_concert,r,01,positive,0.25,0.0,0.75
toilet,n,02,objective,0.0,0.0,1.0
hawaii,n,02,objective,0.0,0.0,1.0
volatile,a,04,negative,0.0,0.5,0.5
wedding,n,01,objective,0.0,0.0,1.0
abstract,a,01,objective,0.0,0.0,1.0
wheat,n,01,objective,0.0,0.0,1.0
thing,n,05,objective,0.0,0.0,1.0
tabloid,n,02,objective,0.0,0.0,1.0
worthiness,n,01,positive,1.0,0.0,0.0
trap,n,07,objective,0.0,0.0,1.0
beneficial,a,02,positive,1.0,0.0,0.0
base_hit,n,01,objective,0.0,0.0,1.0
fruit,v,02,objective,0.0,0.0,1.0
fruit,v,01,objective,0.0,0.0,1.0
singly,r,01,objective,0.0,0.0,1.0
woe,n,02,negative,0.0,1.0,0.0
cozy,a,02,positive,1.0,0.0,0.0
cozy,a,01,positive,1.0,0.0,0.0
selfishness,n,01,negative,0.0,1.0,0.0
proctor,n,01,objective,0.0,0.0,1.0
crump,v,01,objective,0.0,0.0,1.0
rescue,n,01,positive,1.0,0.0,0.0
encircle,v,02,objective,0.0,0.0,1.0
progress,n,03,objective,0.0,0.0,1.0
good,a,23,positive,1.0,0.0,0.0
good,a,22,positive,1.0,0.0,0.0
veridical,a,01,objective,0.0,0.0,1.0
rhythm,n,01,objective,0.0,0.0,1.0
suit,n,04,objective,0.0,0.0,1.0
rhythm,n,02,objective,0.0,0.0,1.0
suit,n,02,objective,0.0,0.0,1.0
rhythm,n,04,objective,0.0,0.0,1.0
marker,n,03,objective,0.0,0.0,1.0
marker,n,02,objective,0.0,0.0,1.0
marker,n,01,objective,0.0,0.0,1.0
substantial,a,03,objective,0.0,0.0,1.0
judicious,a,02,positive,1.0,0.0,0.0
obsolete,a,01,negative,0.0,0.25,0.75
boost,v,04,objective,0.0,0.0,1.0
good,a,03,positive,1.0,0.0,0.0
dessert,n,01,objective,0.0,0.0,1.0
good,a,01,positive,1.0,0.0,0.0
surly,a,01,negative,0.0,1.0,0.0
augment,v,01,objective,0.0,0.0,1.0
augment,v,02,objective,0.0,0.0,1.0
sadness,n,01,negative,0.0,1.0,0.0
bathe,n,01,objective,0.0,0.0,1.0
chest_of_drawers,n,01,objective,0.0,0.0,1.0
together,a,01,positive,1.0,0.0,0.0
ugly,a,01,negative,0.0,1.0,0.0
butchery,n,02,objective,0.0,0.0,1.0
beyond,r,02,objective,0.0,0.0,1.0
beyond,r,03,objective,0.0,0.0,1.0
beyond,r,01,objective,0.0,0.0,1.0
corn,v,01,objective,0.0,0.0,1.0
punch,v,02,objective,0.0,0.0,1.0
corn,v,02,objective,0.0,0.0,1.0
rhythm_method_of_birth_control,n,01,objective,0.0,0.0,1.0
destroy,v,01,negative,0.0,1.0,0.0
calumniatory,a,01,negative,0.0,1.0,0.0
fantastic,a,02,positive,1.0,0.0,0.0
plural,a,01,objective,0.0,0.0,1.0
presumably,r,01,objective,0.0,0.0,1.0
hardy,a,01,positive,0.75,0.0,0.25
uncompromising,a,01,objective,0.375,0.375,0.25
particular,n,01,objective,0.0,0.0,1.0
node,n,07,objective,0.0,0.0,1.0
tempest,n,02,negative,0.0,0.75,0.25
combustion,n,01,objective,0.0,0.0,1.0
cosy,n,01,objective,0.0,0.0,1.0
real,n,02,objective,0.0,0.0,1.0
very,r,01,objective,0.0,0.0,1.0
overture,n,03,objective,0.13,0.13,0.74
raising,n,02,objective,0.0,0.0,1.0
monitor,v,01,objective,0.125,0.125,0.75
research_worker,n,01,objective,0.0,0.0,1.0
relieve,v,01,positive,1.0,0.0,0.0
yelp,v,01,objective,0.0,0.0,1.0
soundness,n,01,positive,1.0,0.0,0.0
nest,v,01,objective,0.0,0.0,1.0
apprehension,n,04,objective,0.13,0.13,0.74
nest,n,01,objective,0.0,0.0,1.0
nest,n,03,positive,1.0,0.0,0.0
nest,n,02,objective,0.0,0.0,1.0
nest,n,05,objective,0.0,0.0,1.0
nest,n,04,negative,0.0,1.0,0.0
sake,n,01,objective,0.0,0.0,1.0
demand,n,01,objective,0.0,0.0,1.0
purple,v,02,objective,0.0,0.0,1.0
purple,v,01,objective,0.0,0.0,1.0
union,a,01,objective,0.0,0.0,1.0
sin,n,06,negative,0.0,1.0,0.0
monitor,n,04,negative,0.0,0.5,0.5
engage,v,10,objective,0.0,0.0,1.0
export,v,01,objective,0.0,0.0,1.0
monitor,n,05,objective,0.0,0.0,1.0
anguish,n,02,negative,0.0,1.0,0.0
anguish,n,01,negative,0.0,1.0,0.0
play,v,11,positive,1.0,0.0,0.0
advance,v,02,objective,0.0,0.0,1.0
bastard,n,02,negative,0.0,1.0,0.0
abandon,n,01,negative,0.0,0.75,0.25
angelic,a,03,positive,1.0,0.0,0.0
average,n,01,objective,0.0,0.0,1.0
nip,n,03,objective,0.0,0.0,1.0
affirmation,n,03,objective,0.0,0.0,1.0
watch,v,03,objective,0.0,0.0,1.0
killer_whale,n,01,objective,0.0,0.0,1.0
worth,a,02,objective,0.0,0.0,1.0
ball,n,03,objective,0.0,0.0,1.0
ball,n,01,objective,0.0,0.0,1.0
ball,n,06,objective,0.0,0.0,1.0
ball,n,07,objective,0.0,0.0,1.0
ball,n,04,objective,0.0,0.0,1.0
ball,n,08,objective,0.0,0.0,1.0
ball,n,09,objective,0.0,0.0,1.0
baseball,n,01,objective,0.0,0.0,1.0
icky,a,01,negative,0.0,1.0,0.0
beneficent,a,02,positive,1.0,0.0,0.0
wildness,n,01,objective,0.375,0.375,0.25
sweet,n,01,objective,0.0,0.0,1.0
shark,v,02,objective,0.0,0.0,1.0
both,a,01,objective,0.0,0.0,1.0
contradiction,n,02,objective,0.0,0.0,1.0
good,a,20,positive,1.0,0.0,0.0
ventricle,n,01,objective,0.0,0.0,1.0
ventricle,n,02,objective,0.0,0.0,1.0
term,v,01,objective,0.0,0.0,1.0
hell,n,01,negative,0.0,1.0,0.0
hell,n,02,negative,0.0,1.0,0.0
hell,n,03,negative,0.0,1.0,0.0
hell,n,06,negative,0.0,1.0,0.0
curiosity,n,01,positive,0.5,0.0,0.5
lap,n,05,objective,0.0,0.0,1.0
suit,n,03,objective,0.0,0.0,1.0
advance,v,05,objective,0.0,0.0,1.0
recoil,n,02,objective,0.0,0.0,1.0
recoil,n,01,objective,0.0,0.0,1.0
relation,n,04,objective,0.0,0.0,1.0
worthy,a,03,positive,1.0,0.0,0.0
worthy,a,05,positive,1.0,0.0,0.0
advance,a,02,objective,0.0,0.0,1.0
advance,a,01,positive,0.25,0.0,0.75
forlorn,a,02,negative,0.0,1.0,0.0
cuddle,v,01,positive,0.25,0.0,0.75
caterpillar,n,02,objective,0.0,0.0,1.0
improvement,n,02,positive,1.0,0.0,0.0
murder,n,01,negative,0.0,1.0,0.0
submerge,v,02,negative,0.0,0.25,0.75
drab,a,01,negative,0.0,1.0,0.0
deride,v,01,negative,0.0,0.75,0.25
drab,a,02,negative,0.0,0.25,0.75
contemn,v,01,negative,0.0,1.0,0.0
disturb,v,05,negative,0.0,1.0,0.0
together,r,03,objective,0.0,0.0,1.0
together,r,02,objective,0.0,0.0,1.0
disturb,v,01,negative,0.0,1.0,0.0
static,n,02,negative,0.0,1.0,0.0
static,n,01,objective,0.0,0.0,1.0
together,r,06,positive,0.25,0.0,0.75
dollar,n,04,negative,0.0,0.25,0.75
dollar,n,03,objective,0.0,0.0,1.0
discard,v,01,objective,0.13,0.13,0.74
dollar,n,01,objective,0.0,0.0,1.0
stadium,n,01,objective,0.0,0.0,1.0
inflexible,a,01,objective,0.375,0.375,0.25
fickle,a,01,negative,0.0,1.0,0.0
arch,n,04,objective,0.0,0.0,1.0
wise,a,01,positive,1.0,0.0,0.0
examination,n,02,objective,0.0,0.0,1.0
real,a,11,objective,0.0,0.0,1.0
together,r,05,objective,0.0,0.0,1.0
dressing_table,n,01,objective,0.0,0.0,1.0
guy,n,01,objective,0.25,0.25,0.5
project,v,05,objective,0.0,0.0,1.0
volunteer,v,02,positive,0.75,0.0,0.25
made,a,01,objective,0.0,0.0,1.0
diary,n,01,objective,0.0,0.0,1.0
computerized_tomography,n,01,objective,0.0,0.0,1.0
boot,v,01,objective,0.0,0.0,1.0
shroud,v,03,objective,0.0,0.0,1.0
advance,v,01,objective,0.0,0.0,1.0
upright,n,02,objective,0.0,0.0,1.0
upright,n,01,objective,0.0,0.0,1.0
prosperity,n,01,positive,1.0,0.0,0.0
prosperity,n,02,positive,1.0,0.0,0.0
government,n,02,objective,0.0,0.0,1.0
government,n,03,objective,0.0,0.0,1.0
big_cat,n,01,objective,0.0,0.0,1.0
government,n,01,objective,0.0,0.0,1.0
wonder,n,02,positive,1.0,0.0,0.0
assessment,n,02,objective,0.0,0.0,1.0
wonder,n,01,positive,1.0,0.0,0.0
made,a,02,positive,0.25,0.0,0.75
sweet,a,08,objective,0.0,0.0,1.0
anguish,v,01,negative,0.0,1.0,0.0
dollar,n,02,objective,0.0,0.0,1.0
why,n,01,objective,0.0,0.0,1.0
punch,n,03,objective,0.0,0.0,1.0
plane,n,02,objective,0.0,0.0,1.0
boot,v,02,objective,0.0,0.0,1.0
confrontation,n,05,objective,0.0,0.0,1.0
equation,n,01,objective,0.0,0.0,1.0
thus,r,02,objective,0.0,0.0,1.0
origin,n,03,objective,0.0,0.0,1.0
origin,n,02,objective,0.0,0.0,1.0
heroism,n,01,positive,1.0,0.0,0.0
origin,n,04,objective,0.0,0.0,1.0
burning,n,01,objective,0.0,0.0,1.0
inflexible,a,03,objective,0.0,0.0,1.0
corn_whiskey,n,01,objective,0.0,0.0,1.0
difficulty,n,02,negative,0.0,1.0,0.0
difficulty,n,03,negative,0.0,1.0,0.0
difficulty,n,04,negative,0.0,1.0,0.0
so,r,03,objective,0.0,0.0,1.0
so,r,02,objective,0.0,0.0,1.0
so,r,07,objective,0.0,0.0,1.0
why,r,01,objective,0.0,0.0,1.0
so,r,05,objective,0.0,0.0,1.0
gingery,a,01,objective,0.0,0.0,1.0
magnificence,n,02,positive,1.0,0.0,0.0
so,r,04,objective,0.0,0.0,1.0
ratio,n,01,objective,0.0,0.0,1.0
defect,n,03,negative,0.0,1.0,0.0
embellished,a,01,negative,0.0,0.75,0.25
investing,n,01,objective,0.0,0.0,1.0
adept,a,01,positive,1.0,0.0,0.0
discharge,n,05,objective,0.0,0.0,1.0
spark,n,05,objective,0.0,0.0,1.0
spark,n,06,objective,0.0,0.0,1.0
policy,n,03,objective,0.0,0.0,1.0
idiom,n,04,objective,0.0,0.0,1.0
dedicate,v,02,objective,0.0,0.0,1.0
gain,v,05,positive,0.75,0.0,0.25
imperative_mood,n,01,objective,0.0,0.0,1.0
transom,n,01,objective,0.0,0.0,1.0
transom,n,02,objective,0.0,0.0,1.0
thing,n,09,objective,0.0,0.0,1.0
yield,n,02,objective,0.0,0.0,1.0
thing,n,04,objective,0.125,0.125,0.75
indispensable,a,03,negative,0.0,0.25,0.75
thing,n,06,objective,0.0,0.0,1.0
thing,n,07,objective,0.0,0.0,1.0
thing,n,01,objective,0.25,0.25,0.5
thing,n,02,objective,0.25,0.25,0.5
thing,n,03,objective,0.0,0.0,1.0
behave,v,02,objective,0.0,0.0,1.0
classifiable,a,01,objective,0.0,0.0,1.0
stolon,n,01,objective,0.0,0.0,1.0
underscore,v,01,objective,0.13,0.13,0.74
ripple,v,02,objective,0.0,0.0,1.0
discard,n,01,negative,0.0,0.25,0.75
monitor,n,01,objective,0.0,0.0,1.0
punch,v,03,objective,0.0,0.0,1.0
museum,n,01,objective,0.0,0.0,1.0
abandon,v,01,objective,0.0,0.0,1.0
monitor,n,06,objective,0.0,0.0,1.0
monitor,n,07,objective,0.0,0.0,1.0
yearn,v,03,positive,1.0,0.0,0.0
boot,n,02,objective,0.0,0.0,1.0
boot,n,01,objective,0.0,0.0,1.0
ignorant,a,02,negative,0.0,0.25,0.75
boot,n,05,negative,0.0,0.5,0.5
boot,n,04,objective,0.0,0.0,1.0
real_number,n,01,objective,0.0,0.0,1.0
bastard,n,03,negative,0.0,1.0,0.0
diplomatic,a,03,positive,1.0,0.0,0.0
arch,n,03,objective,0.0,0.0,1.0
arch,n,02,objective,0.0,0.0,1.0
arch,n,01,objective,0.0,0.0,1.0
guilt,n,02,negative,0.0,1.0,0.0
guilt,n,01,negative,0.0,1.0,0.0
semantic,a,01,objective,0.0,0.0,1.0
imperative,a,02,objective,0.0,0.0,1.0
imperative,a,01,negative,0.0,0.25,0.75
pension,n,01,objective,0.0,0.0,1.0
punch,n,02,objective,0.0,0.0,1.0
dishearten,v,01,negative,0.0,1.0,0.0
concern,v,02,objective,0.0,0.0,1.0
relation_back,n,01,objective,0.0,0.0,1.0
cattiness,n,01,negative,0.0,1.0,0.0
cat,n,03,negative,0.0,1.0,0.0
pall,n,02,objective,0.0,0.0,1.0
cat,n,01,objective,0.0,0.0,1.0
zest,v,01,objective,0.0,0.0,1.0
gusto,n,01,positive,1.0,0.0,0.0
facilitate,v,01,positive,1.0,0.0,0.0
deceive,v,02,negative,0.0,1.0,0.0
convert,v,09,positive,0.5,0.0,0.5
volatile,n,01,objective,0.0,0.0,1.0
knowing,a,01,positive,0.5,0.0,0.5
hillside,n,01,objective,0.0,0.0,1.0
bounce,v,01,objective,0.0,0.0,1.0
beginning,n,04,objective,0.0,0.0,1.0
hundred,n,01,objective,0.0,0.0,1.0
demand,v,03,objective,0.125,0.125,0.75
expense,n,02,negative,0.0,1.0,0.0
expense,n,03,objective,0.0,0.0,1.0
expense,n,01,objective,0.0,0.0,1.0
rescue,v,01,positive,1.0,0.0,0.0
rescue,v,02,negative,0.0,1.0,0.0
volatile,a,01,objective,0.0,0.0,1.0
sensible,a,02,objective,0.0,0.0,1.0
hot,a,04,objective,0.0,0.0,1.0
standing,a,04,objective,0.0,0.0,1.0
fudge,v,01,negative,0.0,1.0,0.0
journal,n,05,objective,0.0,0.0,1.0
interest,n,04,objective,0.0,0.0,1.0
interest,n,07,objective,0.0,0.0,1.0
interest,n,06,objective,0.0,0.0,1.0
interest,n,01,positive,0.5,0.0,0.5
journal,n,02,objective,0.0,0.0,1.0
unversed,a,01,negative,0.0,0.5,0.5
sheet,n,07,objective,0.0,0.0,1.0
together,r,04,positive,0.25,0.0,0.75
sheet,n,06,objective,0.0,0.0,1.0
oblige,v,03,objective,0.13,0.13,0.74
assessment,n,03,objective,0.0,0.0,1.0
dancer,n,01,objective,0.0,0.0,1.0
testis,n,01,objective,0.0,0.0,1.0
abstract,a,04,objective,0.0,0.0,1.0
visualize,v,01,objective,0.0,0.0,1.0
perplex,v,01,negative,0.0,0.75,0.25
real,a,02,objective,0.125,0.125,0.75
sheet,n,03,objective,0.0,0.0,1.0
affable,a,01,positive,1.0,0.0,0.0
real,a,07,objective,0.0,0.0,1.0
runner,n,03,objective,0.0,0.0,1.0
runner,n,02,objective,0.0,0.0,1.0
outline,n,02,objective,0.0,0.0,1.0
polish,n,03,objective,0.0,0.0,1.0
runner,n,07,objective,0.0,0.0,1.0
runner,n,06,objective,0.0,0.0,1.0
bubble,v,01,objective,0.0,0.0,1.0
runner,n,09,objective,0.0,0.0,1.0
thump,n,01,objective,0.0,0.0,1.0
terminus,n,03,objective,0.0,0.0,1.0
egypt,n,01,objective,0.0,0.0,1.0
circle,v,01,objective,0.0,0.0,1.0
atrocious,a,03,negative,0.0,1.0,0.0
good,a,07,positive,1.0,0.0,0.0
good,a,08,positive,1.0,0.0,0.0
kick,n,01,objective,0.0,0.0,1.0
sweet,n,03,objective,0.0,0.0,1.0
excitement,n,02,objective,0.38,0.38,0.24
pot,n,07,objective,0.0,0.0,1.0
corn,n,01,objective,0.0,0.0,1.0
corn,n,03,objective,0.0,0.0,1.0
pot,n,06,objective,0.0,0.0,1.0
consistent,a,04,objective,0.0,0.0,1.0
decayed,a,02,negative,0.0,1.0,0.0
term,n,05,objective,0.0,0.0,1.0
abstract,v,03,objective,0.0,0.0,1.0
beneficial,a,01,positive,1.0,0.0,0.0
abstract,v,04,objective,0.0,0.0,1.0
mesh_topology,n,01,objective,0.0,0.0,1.0
ledger,n,01,objective,0.0,0.0,1.0
hanker,v,01,objective,0.375,0.375,0.25
reject,v,04,negative,0.0,1.0,0.0
catch,v,04,objective,0.0,0.0,1.0
